Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	tree_length
4788	-921.7536	-1033.649	111.8956	0.0416441	0.00480367	0.0014008	0.00536989	0.0116329	0.00189137	0.00640462	0.0152751	0.0194317	0.0148258	0.000459441	0.00719902	0.00116991	0.000502411	0.0195918	0.00416361	0.000101405	0.00540638	0.0189484	0.00178963	0.0358545	0.035958	0.0430014	8.37013e-05	0.00694741	0.00855193	0.00275745	0.00245477	0.0208166	0.00323602	0.00577179	0.0113398	0.0144693	0.012398	0.0144767	0.000448728	0.00758739	0.00763573	0.00408286	0.00802445	0.0173949	0.0016283	0.0267153	0.0555938	0.0340636	0.0181759	0.0103389	0.0128688	0.0156018	0.0119306	0.0254758	0.0160179	0.00792284	0.0189645	0.00739415	0.00317118	0.0248271	0.0126061	0.0060445	0.062252	0.00855285	0.00101193	0.0306109	0.00928389	0.0341328	0.0311949	0.0389105	0.0258481	0.0254722	0.00658876	0.00067659	0.883797	1.53744	0.204412	0.461033	0.7854	1.27324	2.16904	4.89208	1.147956	2.658682	0.0404634	0.00466748	0.00136109	0.00521764	0.0113031	0.00183775	0.00622304	0.014842	0.0188808	0.0144054	0.000446415	0.0069949	0.00113674	0.000488166	0.0190363	0.00404556	9.85296e-05	0.00525309	0.0184111	0.00173889	0.0348379	0.0349385	0.0417822	8.13281e-05	0.00675044	0.00830946	0.00267927	0.00238517	0.0202264	0.00314427	0.00560814	0.0110183	0.014059	0.0120465	0.0140662	0.000436006	0.00737227	0.00741924	0.0039671	0.00779694	0.0169017	0.00158214	0.0259579	0.0540176	0.0330978	0.0176605	0.0100458	0.0125039	0.0151595	0.0115923	0.0247535	0.0155637	0.0076982	0.0184268	0.00718451	0.00308126	0.0241232	0.0122486	0.00587312	0.060487	0.00831035	0.000983243	0.029743	0.00902067	0.0331651	0.0303104	0.0378073	0.0251152	0.02475	0.00640195	0.000657407	1.02918
4824	-920.0355	-1031.894	111.8588	0.0101578	0.00423307	0.000869199	0.000373091	0.0105512	0.00365566	0.00116428	0.0134109	0.0153107	0.0039346	0.000775487	0.00207974	0.0100119	2.83243e-05	0.0215344	0.00386585	0.000478983	0.00187225	0.023664	0.00143769	0.0125961	0.0416677	0.0280897	0.00396159	0.0121685	0.00518862	0.00528599	0.00421902	0.0187743	0.00372942	0.0105956	0.0140408	0.00149962	0.00242925	0.00205767	0.000592699	0.000476872	0.0112096	0.0102274	0.00661455	0.0323316	0.000866349	0.0251906	0.0216299	0.022006	0.0275676	0.0115413	0.0238951	0.000971341	0.0177221	0.0213555	0.00165127	0.00929793	0.0241592	0.0190022	0.00250601	0.0143503	0.00730449	0.00753968	0.0247577	0.003811	0.0104581	0.0129478	0.00499097	0.00433478	0.0224725	0.00488909	0.0138572	0.0130249	0.0132649	0.000119148	0.922811	1.357	0.185644	0.43988	0.773975	1.29203	2.27335	5.38666	1.217594	3.145169	0.0136411	0.00568464	0.00116726	0.000501028	0.0141694	0.00490923	0.00156353	0.0180096	0.0205609	0.00528382	0.00104141	0.00279291	0.0134451	3.80371e-05	0.0289187	0.0051915	0.000643232	0.00251427	0.0317786	0.00193069	0.0169155	0.055956	0.037722	0.00532007	0.0163412	0.00696786	0.00709862	0.00566577	0.0252122	0.00500828	0.0142289	0.0188556	0.00201386	0.00326227	0.00276326	0.000795942	0.000640397	0.0150536	0.0137345	0.00888276	0.0434185	0.00116343	0.0338287	0.029047	0.0295521	0.0370208	0.0154989	0.032089	0.00130443	0.0237992	0.0286786	0.00221751	0.0124863	0.0324436	0.0255183	0.00336535	0.0192712	0.00980929	0.0101251	0.0332474	0.00511784	0.0140444	0.0173878	0.00670243	0.00582123	0.0301785	0.00656562	0.018609	0.0174913	0.0178135	0.000160006	0.7446505
4860	-913.8697	-1026.003	112.1336	0.0330716	0.00772386	0.00654925	0.00553382	0.0175375	0.00148776	0.00703301	0.00900384	0.0289385	0.000581088	0.00335359	0.00579829	0.000706974	0.00108061	0.0164409	0.00759615	0.00803922	0.00286741	0.024586	0.027925	0.00971027	0.0287917	0.0219367	0.00175482	0.0444009	0.0102618	0.00410634	0.000378664	0.0691859	0.0250012	0.010762	0.0157365	0.0104874	0.00156046	0.00680566	0.00644621	0.0119591	0.00871955	0.01678	0.0319193	0.0366018	0.0392284	0.0140169	0.0116052	0.0174051	0.0177716	0.0154356	0.00560269	0.040259	0.0310788	0.0349174	0.0131759	0.013829	0.0148042	0.010835	0.0494113	0.0100299	0.0321975	0.00933844	0.00686458	0.0239757	0.0206298	0.025326	0.0474597	0.0347169	0.0218009	0.0153586	0.00800162	0.0213181	0.0352072	0.0127205	0.842704	1.72749	0.299617	0.555546	0.832449	1.20128	1.80003	3.33759	0.8714781	2.256165	0.0265959	0.00621148	0.00526686	0.00445026	0.0141036	0.00119644	0.0056559	0.00724083	0.0232721	0.000467307	0.00269694	0.00466295	0.000568543	0.000869018	0.0132217	0.00610877	0.00646509	0.00230595	0.0197719	0.0224571	0.00780893	0.0231541	0.0176413	0.00141121	0.0357069	0.0082525	0.00330229	0.000304519	0.0556388	0.0201058	0.00865475	0.0126552	0.00843388	0.00125491	0.00547306	0.005184	0.0096174	0.0070122	0.0134943	0.0256693	0.0294349	0.0315472	0.0112723	0.00933279	0.0139971	0.0142918	0.0124132	0.00450564	0.032376	0.0249933	0.0280803	0.010596	0.0111212	0.0119054	0.00871341	0.0397363	0.008066	0.025893	0.00750991	0.00552045	0.0192811	0.0165904	0.020367	0.0381668	0.0279191	0.0175321	0.0123513	0.00643485	0.0171439	0.0283134	0.0102298	1.243482
4896	-916.7586	-1029.062	112.3029	0.0306199	0.0325515	0.00988038	0.014692	0.0215839	0.00319874	0.0181664	0.00444096	0.0185906	0.000730513	0.00102921	0.00536845	0.000529245	0.00805358	0.00886593	0.0157758	0.00276173	0.000965437	0.0182963	0.0181743	0.00643426	0.00824444	0.0567679	0.00045934	0.0565794	0.00857566	0.00783946	0.00298358	0.0273966	0.00770536	0.0147134	0.0338041	0.00705683	0.00948541	0.00296114	0.00142089	0.0070632	0.00247339	0.00140111	0.00846155	0.00464218	0.0364729	0.0320537	0.0167975	0.00828798	0.000517739	0.015532	0.00580899	0.0282529	0.0185556	0.016051	0.00193712	0.00823021	0.000256936	0.00570962	0.0450811	0.0178178	0.0192191	0.00207228	0.0099225	0.0213424	0.00625641	0.00466363	0.0439414	0.0234099	0.0496688	0.00957791	0.0183483	0.0160845	0.0117947	0.00182001	0.83276	1.77348	0.247164	0.505775	0.808426	1.23697	1.97716	4.0459	1.010636	2.171725	0.0304303	0.03235	0.00981921	0.0146011	0.0214503	0.00317894	0.0180539	0.00441347	0.0184755	0.00072599	0.00102283	0.00533522	0.000525969	0.00800372	0.00881104	0.0156781	0.00274463	0.00095946	0.018183	0.0180618	0.00639442	0.0081934	0.0564164	0.000456496	0.0562291	0.00852257	0.00779093	0.00296511	0.027227	0.00765766	0.0146223	0.0335948	0.00701315	0.00942669	0.00294281	0.00141209	0.00701947	0.00245808	0.00139244	0.00840917	0.00461344	0.0362471	0.0318552	0.0166935	0.00823668	0.000514534	0.0154359	0.00577303	0.028078	0.0184407	0.0159517	0.00192513	0.00817926	0.000255345	0.00567427	0.044802	0.0177075	0.0191001	0.00205945	0.00986107	0.0212103	0.00621768	0.00463475	0.0436694	0.023265	0.0493613	0.00951862	0.0182348	0.0159849	0.0117217	0.00180874	1.006229
4932	-914.4736	-1026.076	111.6024	0.036251	0.0362674	0.0107308	0.00331535	0.0231804	0.00101743	0.00956401	0.00135826	0.00877779	0.00956475	0.00377043	0.00234649	0.00858955	0.00201524	0.00842786	0.00132389	0.00597927	0.00207792	0.0124535	0.00982589	0.0110705	0.022973	0.00998482	0.0157365	0.0273728	0.00082293	0.00168313	0.00443906	0.0391404	0.00478111	0.00451516	0.00492753	0.000382983	0.000780174	0.000179485	0.00461078	0.00214312	0.00694044	0.00146465	0.0173292	0.00441043	0.0500627	0.0180884	0.0256423	0.0112305	0.00633915	0.0229578	0.003939	0.0233067	0.00371295	0.00828972	0.017058	0.0257789	0.00489545	0.00586008	0.030703	0.0125569	0.0293503	0.0107319	0.005744	0.00459904	0.00221711	0.0171229	0.0233321	0.0213184	0.0416573	0.0329914	0.00836895	0.0104253	0.00155378	0.00612043	0.96816	1.14726	0.219454	0.477278	0.793931	1.25956	2.09521	4.55676	1.096615	3.902985	0.0417407	0.0417596	0.0123558	0.00381742	0.0266908	0.00117151	0.0110124	0.00156395	0.0101071	0.0110132	0.00434142	0.00270184	0.00989032	0.00232043	0.00970415	0.00152437	0.00688475	0.00239259	0.0143395	0.0113139	0.012747	0.026452	0.0114969	0.0181196	0.0315181	0.000947552	0.00193802	0.0051113	0.0450678	0.00550515	0.00519892	0.00567374	0.000440981	0.000898321	0.000206665	0.00530903	0.00246767	0.00799148	0.00168645	0.0199535	0.00507833	0.0576441	0.0208276	0.0295255	0.0129312	0.00729913	0.0264345	0.00453551	0.0268362	0.00427523	0.00954509	0.0196412	0.0296827	0.00563681	0.00674751	0.0353526	0.0144585	0.033795	0.0123571	0.00661385	0.00529551	0.00255286	0.0197159	0.0268655	0.0245468	0.0479657	0.0379875	0.00963632	0.0120041	0.00178908	0.00704729	0.8684798
4968	-918.0633	-1030.134	112.0706	0.0406989	0.021353	0.0065637	0.00549486	0.0344262	0.00289336	0.0102638	0.00591077	0.0138707	0.0408561	0.0208552	0.00134989	0.00407206	0.000665262	0.00517104	0.00596071	0.00455746	0.00128373	0.0123575	0.0176141	0.0174261	0.0147506	0.0139939	0.0202745	0.0514174	0.00339238	0.00263384	0.00509342	0.0199474	0.00654059	0.0295875	0.00423529	0.0008459	0.0161595	0.0017999	0.00241133	0.000562702	0.0229269	0.00225678	0.010585	0.0183438	0.0486409	0.0209766	0.0218808	0.0133325	0.00842886	0.0227054	0.00489344	0.0276353	0.0010164	0.046221	0.0256978	0.0164719	0.0128688	0.0210945	0.0355011	0.00810895	0.0345221	0.0131224	0.00756639	0.0246822	0.00780981	0.0203277	0.0440419	0.0274294	0.0274699	0.0121716	0.0169056	0.00125804	0.00959395	0.00606414	0.824699	1.81077	0.198245	0.454196	0.781747	1.27919	2.20169	5.04426	1.170107	2.10642	0.0366709	0.0192396	0.00591408	0.00495103	0.031019	0.002607	0.00924794	0.00532578	0.0124979	0.0368125	0.0187911	0.00121629	0.00366904	0.00059942	0.00465926	0.00537078	0.0041064	0.00115668	0.0111344	0.0158708	0.0157014	0.0132908	0.0126089	0.0182679	0.0463285	0.00305664	0.00237316	0.00458932	0.0179732	0.00589327	0.0266592	0.00381612	0.000762181	0.0145601	0.00162176	0.00217268	0.000507011	0.0206578	0.00203342	0.00953737	0.0165283	0.0438268	0.0189005	0.0197152	0.0120129	0.00759465	0.0204582	0.00440913	0.0249002	0.000915809	0.0416465	0.0231545	0.0148417	0.0115951	0.0190068	0.0319875	0.0073064	0.0311054	0.0118237	0.00681754	0.0222394	0.00703687	0.0183159	0.0396831	0.0247147	0.0247512	0.0109669	0.0152325	0.00113353	0.00864443	0.00546397	1.109842
5004	-926.7323	-1038.449	111.7166	0.0186681	0.0339257	0.0177327	0.00771591	0.0132931	0.00684809	0.011935	0.00152822	0.00808674	0.000725523	0.0137646	0.0018954	0.00483803	0.00113881	0.0417368	0.00208305	0.0102968	0.00250298	0.00811669	0.00725685	0.0105743	0.017871	0.0205075	0.0342494	0.00887661	0.0086636	0.00195524	0.00818008	0.0166966	0.0028032	0.0120072	0.0203967	0.00223605	0.0173397	0.0123765	0.00382408	0.00538675	0.0133884	0.00100768	0.00784126	0.0110101	0.0195156	0.0376342	0.0163709	0.0101095	0.00595437	0.0125015	0.0125723	0.0216225	0.00534636	0.021912	0.0154723	0.00553511	0.00533022	0.00956793	0.030515	0.00702429	0.0362044	0.00995683	0.000305778	0.0215609	0.0180602	0.0142976	0.0108581	0.0555056	0.0278778	0.00870444	0.00530015	0.0115805	0.018092	0.0020567	0.957703	1.19562	0.251289	0.509874	0.810464	1.23386	1.96127	3.97948	0.9986683	3.704662	0.0201029	0.0365332	0.0190957	0.00830895	0.0143148	0.00737443	0.0128523	0.00164568	0.00870829	0.000781287	0.0148226	0.00204108	0.00520987	0.00122634	0.0449447	0.00224315	0.0110882	0.00269536	0.00874054	0.00781461	0.011387	0.0192446	0.0220837	0.0368818	0.00955886	0.00932948	0.00210552	0.0088088	0.0179799	0.00301865	0.0129301	0.0219643	0.00240792	0.0186724	0.0133278	0.004118	0.00580078	0.0144174	0.00108513	0.00844393	0.0118564	0.0210155	0.0405267	0.0176291	0.0108865	0.00641202	0.0134623	0.0135386	0.0232844	0.00575728	0.0235962	0.0166615	0.00596054	0.0057399	0.0103033	0.0328603	0.00756417	0.038987	0.0107221	0.000329279	0.0232181	0.0194483	0.0153965	0.0116927	0.0597717	0.0300205	0.00937346	0.00570752	0.0124706	0.0194825	0.00221478	0.9286261
5040	-914.4767	-1026.558	112.0814	0.0416371	0.0176853	0.0284292	0.0102378	0.0230249	0.00352132	0.00798378	0.000200919	0.0107832	0.00254658	0.00401164	0.00248081	0.00199065	0.00151111	0.0029356	0.000261803	0.00672626	0.00266286	0.0248787	0.0178014	0.0272331	0.0259932	0.00566491	0.000471487	0.0292491	0.00857716	0.00192342	0.00214044	0.0173508	0.00264635	0.00172658	0.00275825	0.00252203	0.00947544	0.0062179	0.00245703	0.0137682	0.00834865	0.0106153	0.0168866	0.0041504	0.0286031	0.00588935	0.0123323	0.00844358	0.00896055	0.00879117	0.014631	0.0314892	0.0273589	0.0325828	0.0139231	0.0147494	0.0164313	0.00600861	0.0456386	0.000192651	0.05334	0.00827625	0.00747849	0.0269867	0.00977667	0.00289291	0.0361669	0.0299586	0.0291209	0.00665995	0.00374007	0.0439454	0.03178	0.00426776	0.864988	1.62443	0.217164	0.474842	0.792664	1.26157	2.10596	4.60482	1.104202	2.462757	0.0424044	0.0180112	0.0289532	0.0104265	0.0234493	0.00358622	0.00813092	0.000204622	0.0109819	0.00259351	0.00408557	0.00252653	0.00202734	0.00153896	0.00298971	0.000266627	0.00685023	0.00271194	0.0253373	0.0181294	0.027735	0.0264723	0.00576931	0.000480177	0.0297881	0.00873523	0.00195887	0.00217989	0.0176706	0.00269513	0.0017584	0.00280908	0.00256851	0.00965007	0.00633249	0.00250231	0.0140219	0.00850251	0.010811	0.0171978	0.00422689	0.0291303	0.00599789	0.0125596	0.00859919	0.0091257	0.00895319	0.0149006	0.0320695	0.0278631	0.0331833	0.0141797	0.0150212	0.0167341	0.00611934	0.0464797	0.000196202	0.0543231	0.00842878	0.00761631	0.0274841	0.00995685	0.00294623	0.0368334	0.0305107	0.0296576	0.00678269	0.003809	0.0447554	0.0323657	0.00434641	0.9819036
5076	-919.1467	-1031.643	112.4958	0.0299236	0.0297269	0.033647	0.0197967	0.0185906	0.002008	0.00537115	0.000439849	0.0391349	0.0261493	0.00429816	0.000291478	0.0012076	0.000266705	0.0217978	0.00150673	0.002633	0.000211467	0.0048776	0.0131169	0.0016627	0.0297143	0.0151797	0.000748703	0.0214303	0.00245782	0.000645379	0.0131504	0.0727558	0.00369586	0.00948019	0.0143824	0.00225738	3.31836e-05	0.0213751	0.00481019	0.00380852	0.00721564	0.0290675	0.0199813	0.003504	0.0409399	0.0140478	0.0023728	0.0141091	0.0176293	0.0512457	0.0636597	0.0159661	0.00968397	0.0329719	0.009478	0.0425424	0.00918632	0.0121123	0.0349057	0.0014959	0.0587939	0.00346279	0.00179415	0.0371831	0.013041	0.00852348	0.0320128	0.0352399	0.0215612	0.0128852	0.00220182	0.00617735	0.00629963	0.00711999	0.751101	2.15116	0.24897	0.507574	0.809322	1.2356	1.97016	4.01654	1.005371	1.614869	0.025998	0.0258271	0.029233	0.0171997	0.0161518	0.00174457	0.00466653	0.000382146	0.034001	0.0227189	0.0037343	0.00025324	0.00104918	0.000231717	0.0189382	0.00130907	0.00228759	0.000183726	0.00423772	0.0113962	0.00144457	0.0258162	0.0131883	0.000650483	0.0186189	0.00213539	0.000560714	0.0114252	0.0632112	0.00321101	0.00823651	0.0124957	0.00196125	2.88303e-05	0.0185709	0.00417916	0.0033089	0.00626904	0.0252542	0.01736	0.00304432	0.0355692	0.0122049	0.00206152	0.0122582	0.0153166	0.044523	0.0553084	0.0138715	0.00841357	0.0286464	0.00823461	0.0369614	0.0079812	0.0105234	0.0303265	0.00129966	0.051081	0.00300852	0.00155879	0.0323052	0.0113302	0.00740532	0.0278132	0.0306169	0.0187326	0.0111949	0.00191297	0.00536696	0.0054732	0.00618595	1.150995
5112	-909.3622	-1021.117	111.7547	0.0674526	0.0279593	0.00294693	0.00425068	0.026821	0.00694792	0.00573745	0.010282	0.0165453	0.018935	0.0066386	0.00242951	0.000378468	0.00390653	0.0258206	0.0039932	0.00104174	0.00779426	0.00738393	0.0142184	0.00925379	0.0349992	0.0179981	0.020856	0.0508851	0.00557259	0.00864335	0.00929082	0.0119367	0.00436206	0.0157448	0.00208035	0.00394479	0.0145304	0.0209867	0.000370432	0.00291745	0.0106014	0.0432791	0.0214544	0.0473374	0.029596	0.0212517	0.0488177	0.034489	0.00561776	0.0470276	0.0242301	0.00639759	0.00238357	0.0289176	0.004343	0.00667331	0.00734236	0.0149863	0.0353203	0.0224846	0.0240167	0.0275848	0.0212029	0.00400923	0.043829	0.0359058	0.0116268	0.0116546	0.0270999	0.0085736	0.0156734	0.00310145	0.0288826	0.0383857	0.909032	1.42073	0.290062	0.546834	0.828354	1.20721	1.82871	3.44754	0.8949131	2.959241	0.0535358	0.0221907	0.00233892	0.00337368	0.0212873	0.00551443	0.0045537	0.0081606	0.0131316	0.0150283	0.00526892	0.00192826	0.000300382	0.00310053	0.0204933	0.00316932	0.000826807	0.00618615	0.00586048	0.0112849	0.00734455	0.0277782	0.0142847	0.016553	0.0403865	0.00442285	0.00686006	0.00737394	0.00947393	0.00346208	0.0124963	0.00165114	0.0031309	0.0115325	0.0166568	0.000294004	0.00231552	0.00841415	0.0343497	0.017028	0.0375708	0.0234898	0.016867	0.0387457	0.0273733	0.00445871	0.0373249	0.019231	0.00507764	0.00189179	0.0229513	0.00344695	0.00529647	0.00582748	0.0118943	0.028033	0.0178456	0.0190616	0.0218935	0.0168283	0.00318205	0.0347862	0.0284977	0.009228	0.00925005	0.0215087	0.00680469	0.0124397	0.00246156	0.0229235	0.0304659	1.259953
5148	-912.0856	-1024.803	112.717	0.0405299	0.0318898	0.00281018	0.00230099	0.0334178	0.00120188	0.00444135	0.00695054	0.0155372	0.0115908	0.00162598	0.00602183	0.00554977	0.00702496	0.0191397	0.000964582	0.00112588	0.012703	0.00361174	0.0122651	0.00315909	0.014126	0.0212885	0.000704473	0.0491166	0.00689808	0.0121087	0.00838252	0.0133738	0.000358304	0.00977185	0.00472822	0.00123789	0.0029743	0.0265865	0.00163659	0.00794253	0.00548933	0.0477024	0.0367644	0.00315653	0.00967764	0.0398138	0.0154052	0.0502977	0.0129346	0.0342987	0.0209978	0.00194523	0.0233178	0.0303658	0.0152329	0.00780257	0.0207424	0.00689738	0.000412989	0.0305448	0.0278963	0.00753565	0.0576857	0.0159427	0.0460963	0.0315548	0.00811042	0.000250554	0.0391711	0.00260669	0.00159815	0.0108908	0.0132637	0.0237337	0.732102	2.23903	0.284802	0.541975	0.82605	1.21058	1.8451	3.51121	0.908146	1.51225	0.0366709	0.0288535	0.00254261	0.00208191	0.0302359	0.00108744	0.00401848	0.00628875	0.0140578	0.0104872	0.00147117	0.00544847	0.00502136	0.00635609	0.0173173	0.000872741	0.00101868	0.0114935	0.00326785	0.0110973	0.00285831	0.012781	0.0192616	0.000637398	0.0444401	0.00624129	0.0109558	0.00758439	0.0121004	0.000324189	0.00884144	0.00427803	0.00112002	0.0026911	0.0240551	0.00148076	0.00718629	0.00496667	0.0431605	0.0332639	0.00285599	0.0087562	0.036023	0.0139384	0.0455087	0.011703	0.031033	0.0189986	0.00176002	0.0210976	0.0274745	0.0137825	0.00705966	0.0187674	0.00624066	0.000373667	0.0276365	0.0252402	0.00681816	0.0521932	0.0144248	0.0417073	0.0285504	0.00733819	0.000226698	0.0354415	0.0023585	0.00144598	0.00985384	0.0120008	0.0214739	1.105233
5184	-918.9272	-1030.661	111.7341	0.00675194	0.0172223	0.000460203	0.00229493	0.0366559	0.000243183	0.0119558	0.00744042	0.0422361	0.0130391	0.00797084	0.000850413	0.00361666	0.00764173	0.00450811	0.00417741	0.00561654	0.000320815	0.013944	0.0177719	0.0054781	0.00818123	0.0297979	0.00255499	0.020512	0.000609376	0.0059909	0.0033411	0.0708055	0.000874379	0.0246075	0.0393663	0.00120674	0.00037236	0.00683084	0.000732671	0.0180958	0.00136115	0.00226031	0.0273471	0.011019	0.0585349	0.0460357	0.00339415	0.0303067	0.00941632	0.0163118	0.0334255	0.010071	0.00474861	0.0225701	0.0209581	0.0179919	0.0144439	0.0051354	0.0280634	0.0556602	0.0297868	0.0178566	0.0118464	0.01809	0.0301615	0.00142806	0.0291291	0.0408358	0.0412234	0.0143569	0.00320158	0.0111151	0.0162828	0.00162952	0.929967	1.3239	0.270005	0.528055	0.819372	1.22045	1.89374	3.70363	0.9467238	3.248795	0.00597477	0.01524	0.000407233	0.00203078	0.0324367	0.000215192	0.0105796	0.00658401	0.0373746	0.0115382	0.00705337	0.000752528	0.00320037	0.00676214	0.00398921	0.00369658	0.00497006	0.000283888	0.012339	0.0157263	0.00484755	0.00723955	0.0263681	0.0022609	0.018151	0.000539235	0.00530133	0.00295653	0.0626556	0.000773735	0.0217751	0.0348352	0.00106784	0.000329501	0.00604459	0.000648339	0.016013	0.00120448	0.00200014	0.0241994	0.00975065	0.0517974	0.0407368	0.00300347	0.0268183	0.00833247	0.0144343	0.0295781	0.00891178	0.00420203	0.0199723	0.0185457	0.015921	0.0127813	0.0045443	0.0248332	0.0492536	0.0263583	0.0158013	0.0104828	0.0160078	0.0266898	0.00126369	0.0257763	0.0361355	0.0364785	0.0127044	0.00283307	0.00983568	0.0144086	0.00144196	1.130075
5220	-909.7789	-1021.497	111.7178	0.0388268	0.0266085	0.0045245	0.00599425	0.0411629	0.0213387	0.0161613	0.0182619	0.0302674	0.0390216	0.000637399	0.00199346	0.0040875	0.00438369	0.0374947	0.0146152	0.0085012	0.00716738	0.0141691	0.028153	0.00957352	0.0272851	0.034296	0.00242515	0.0204298	0.00032961	0.0162316	0.0100021	0.0637829	0.00314472	0.0544632	0.00369261	0.000879792	0.000151121	0.0115797	0.00222817	0.0105161	0.0128319	0.00896186	0.010044	0.00997938	0.0295502	0.0451837	0.0648099	0.0326757	0.0237011	0.0525998	0.0505715	0.0146269	0.0155734	0.0247137	0.0363416	0.0719735	0.0370562	0.00926034	0.0114758	0.0699565	0.0281178	0.0110636	0.00790942	0.00301697	0.0177227	0.0346333	0.00146965	0.00763332	0.0139569	0.0274605	0.011436	0.032056	0.00601698	0.0535235	0.916831	1.38466	0.465686	0.688856	0.890223	1.12331	1.45168	2.14737	0.5526007	3.062379	0.0255056	0.0174793	0.00297218	0.00393766	0.0270402	0.0140176	0.0106165	0.0119964	0.0198829	0.0256335	0.000418712	0.00130952	0.00268511	0.00287968	0.0246305	0.00960081	0.0055845	0.00470831	0.00930778	0.0184939	0.00628892	0.0179238	0.0225293	0.0015931	0.0134205	0.000216523	0.0106627	0.00657044	0.0418994	0.00206579	0.0357773	0.0024257	0.000577942	9.92721e-05	0.00760681	0.0014637	0.00690809	0.00842936	0.00588711	0.00659796	0.00655553	0.0194117	0.0296815	0.0425741	0.0214649	0.0155694	0.0345532	0.0332208	0.00960849	0.0102303	0.0162346	0.0238731	0.0472799	0.0243425	0.00608319	0.00753851	0.0459549	0.0184708	0.00726778	0.00519575	0.00198187	0.0116421	0.0227509	0.000965426	0.00501438	0.00916838	0.018039	0.00751242	0.0210578	0.0039526	0.03516	1.522285
