Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	tree_length
6156	-912.4517	-1024.451	111.9989	0.0236835	0.0137682	0.000547986	0.00453526	0.0280582	0.00239412	0.00436874	0.000174994	0.0292222	0.00141752	0.000651022	0.00437226	0.000757807	0.00927061	0.0145277	0.00185974	0.00861077	0.000916742	0.00300711	0.0150407	0.0121219	0.024671	0.00793465	0.00726477	0.02352	0.000409585	0.00576198	0.00731928	0.0226436	7.58217e-05	0.0134195	0.00680117	0.00392313	0.00363931	0.00803996	0.00869944	0.0106266	0.00380466	0.0136753	0.018702	0.0232301	0.00356346	0.0370324	0.0109105	0.00206344	0.00272443	0.00441548	0.0062261	0.00529213	0.0202143	0.00675422	0.0436969	0.0146652	0.00947383	0.00658047	0.0113603	0.0296225	0.0207559	0.0133168	0.0065289	0.0238193	0.036194	0.0335053	0.0132635	0.015549	0.0105735	0.00459093	0.00520304	0.016832	0.00334873	0.0178302	0.911291	1.41028	0.224177	0.48226	0.796507	1.25548	2.07357	4.46076	1.081219	2.988567	0.0285558	0.0166007	0.000660722	0.00546829	0.0338305	0.00288665	0.00526751	0.000210995	0.035234	0.00170914	0.000784954	0.00527175	0.000913708	0.0111778	0.0175165	0.00224234	0.0103822	0.00110534	0.00362575	0.018135	0.0146157	0.0297464	0.00956701	0.00875932	0.0283586	0.000493847	0.00694737	0.00882505	0.027302	9.14203e-05	0.0161802	0.00820035	0.00473022	0.00438802	0.00969399	0.0104891	0.0128128	0.00458738	0.0164886	0.0225495	0.0280091	0.00429656	0.044651	0.013155	0.00248794	0.00328492	0.00532386	0.00750697	0.00638086	0.0243729	0.00814374	0.0526865	0.0176822	0.0114228	0.00793425	0.0136974	0.0357166	0.0250259	0.0160565	0.00787207	0.0287196	0.0436401	0.0403982	0.0159922	0.0187479	0.0127487	0.0055354	0.00627344	0.0202947	0.00403765	0.0214984	0.8293756
6192	-917.9002	-1029.768	111.8673	0.0756382	0.0444543	0.00517151	0.000822868	0.0225924	0.013562	0.00396908	0.000388589	0.0300143	0.00396212	0.011108	0.0174295	0.00515093	0.0114556	0.0235639	0.022398	0.0117411	0.00219037	0.00633074	0.00951596	0.0281997	0.0408764	0.029413	0.010448	0.0254463	0.00174758	0.00730675	0.0378593	0.0330293	0.00940444	0.0206235	0.00414483	0.0114184	0.0213719	0.000632061	0.00490434	0.00533162	0.00739749	0.0260589	0.0256271	0.0278101	0.00032553	0.0636843	0.00255969	0.0269615	0.0343856	0.00594154	0.0088716	0.00977855	0.0254908	0.00426473	0.0390464	0.0415734	0.00235776	0.00148808	0.0444404	0.0787846	0.0117419	0.0181411	0.0118829	0.0811904	0.0468308	0.0206798	0.00625656	0.0220951	0.0324415	0.0164784	0.000112518	0.0139707	0.0349802	0.0416035	0.863588	1.6309	0.339895	0.590794	0.848579	1.17844	1.69264	2.94208	0.7802766	2.449008	0.052205	0.030682	0.00356934	0.000567937	0.0155931	0.00936038	0.00273943	0.000268201	0.0207156	0.00273463	0.00766669	0.0120297	0.00355513	0.00790655	0.0162637	0.0154589	0.00810364	0.00151178	0.00436943	0.00656785	0.0194633	0.0282126	0.0203007	0.0072111	0.0175629	0.00120616	0.00504307	0.0261302	0.0227966	0.00649087	0.0142342	0.00286074	0.0078809	0.0147508	0.000436244	0.00338494	0.00367985	0.0051057	0.0179856	0.0176876	0.0191944	0.000224679	0.0439544	0.00176668	0.0186087	0.0237327	0.00410081	0.00612312	0.00674908	0.0175936	0.00294349	0.0269495	0.0286937	0.00162731	0.00102706	0.0306724	0.0543766	0.00810414	0.0125209	0.00820147	0.056037	0.0323223	0.0142731	0.00431823	0.0152499	0.0223909	0.0113733	7.76593e-05	0.00964249	0.0241431	0.0287145	1.44887
6228	-910.8722	-1023.06	112.1874	0.0295282	0.0286569	0.0215608	0.00291322	0.0231569	0.0015219	0.0124546	0.00221831	0.0117567	0.00986178	0.000842502	0.0108069	0.000366771	0.00351405	0.00534366	0.0145981	0.00639457	0.00447297	0.00127199	0.0143919	0.0103703	0.0253806	0.0200172	3.00578e-05	0.0171603	0.0011268	0.0035899	0.0149216	0.0209101	0.00671682	0.0120777	0.00823953	0.00242888	0.0034893	0.00380826	0.00287133	0.00108802	0.00763316	0.0120801	0.0153974	0.0496456	0.00103285	0.0308754	0.00733157	0.0132814	0.0201747	0.0023118	0.00135881	0.0201676	0.0383107	0.00818892	0.0311202	0.0293693	0.00245344	0.00219229	0.0237102	0.0192527	0.0178062	0.0114482	0.0107775	0.05238	0.0314729	0.0225611	0.030151	0.0146298	0.00369589	0.000349466	1.18376e-05	0.0313741	0.0141803	0.0058121	0.862843	1.63435	0.235148	0.49363	0.802319	1.24639	2.02581	4.25264	1.046671	2.441734	0.031333	0.0304084	0.0228786	0.00309129	0.0245723	0.00161493	0.0132159	0.0023539	0.0124753	0.0104646	0.000893998	0.0114674	0.000389189	0.00372883	0.00567028	0.0154904	0.00678542	0.00474637	0.00134974	0.0152716	0.0110041	0.0269319	0.0212407	3.18951e-05	0.0182092	0.00119567	0.00380932	0.0158336	0.0221882	0.00712737	0.0128159	0.00874315	0.00257734	0.00370257	0.00404104	0.00304683	0.00115453	0.00809972	0.0128185	0.0163385	0.0526801	0.00109598	0.0327626	0.0077797	0.0140932	0.0214078	0.0024531	0.00144186	0.0214003	0.0406524	0.00868945	0.0330224	0.0311645	0.0026034	0.00232629	0.0251594	0.0204295	0.0188946	0.012148	0.0114363	0.0555816	0.0333966	0.0239401	0.0319939	0.015524	0.00392179	0.000370827	1.25612e-05	0.0332918	0.0150471	0.00616735	0.9423981
6264	-912.3461	-1023.79	111.4443	0.0101369	0.00797568	0.00454566	0.000959526	0.0165652	0.000910117	0.00164998	0.000968093	0.0146178	0.00722477	0.0102589	0.00360037	0.000875721	0.000298621	0.0141002	0.000640193	0.000474404	0.000919145	0.00226314	0.011845	0.00587065	0.0278055	0.00947383	0.000198961	0.0236797	0.00125553	0.000295634	0.00432332	0.0207525	0.000312357	0.00209744	0.00131275	0.00138686	0.00687033	0.00054248	0.00158883	0.00578467	0.00413079	0.00539058	0.0124081	0.0135371	0.000950744	0.00870378	0.000336503	0.00976617	0.00258009	0.00413074	0.00189545	0.0209444	0.0203043	0.00777406	0.0249354	0.00580058	0.00448604	0.00152562	0.010478	0.022432	0.01722	0.00265515	0.000168361	0.0177726	0.00894216	0.0142873	0.00414216	0.00384394	0.00273813	0.00782706	5.88258e-05	0.0113062	0.0130478	0.014116	0.958255	1.19307	0.124867	0.362522	0.728653	1.3724	2.75845	8.00854	1.504351	3.714733	0.0193077	0.0151913	0.00865812	0.00182761	0.0315517	0.0017335	0.00314273	0.00184393	0.0278426	0.013761	0.0195401	0.00685764	0.00166799	0.000568784	0.0268566	0.00121938	0.000903598	0.0017507	0.00431061	0.0225612	0.0111818	0.0529611	0.0180448	0.000378962	0.0451028	0.00239142	0.000563095	0.00823463	0.0395273	0.000594947	0.00399499	0.00250039	0.00264155	0.0130859	0.00103326	0.00302625	0.0110181	0.00786793	0.0102674	0.0236337	0.0257841	0.00181088	0.0165781	0.000640939	0.0186016	0.0049143	0.00786782	0.00361027	0.0398928	0.0386737	0.0148073	0.0474945	0.0110484	0.00854456	0.00290585	0.0199574	0.0427262	0.032799	0.00505727	0.000320677	0.0338514	0.0170321	0.0272131	0.00788957	0.00732156	0.00521531	0.0149082	0.000112046	0.0215349	0.0248522	0.0268868	0.5250167
6300	-905.9328	-1018.355	112.4219	0.0370323	0.0167148	0.00807234	0.00166226	0.0103724	0.000838891	0.0014993	0.00351453	0.00739075	0.00726401	0.000176348	0.0035655	0.000963934	0.00030412	0.0164036	0.0040566	0.00438818	0.0012394	0.00862478	0.00851066	0.00389538	0.0296281	0.00727665	0.00775324	0.0476306	0.0121971	0.00556337	0.00200453	0.00398581	0.000431119	0.00140093	0.00246795	0.00103451	0.00542199	0.00603138	0.00685264	0.00174654	0.00578755	0.000767329	0.0170258	0.0220151	0.00273544	0.015985	0.00791944	0.0122226	0.00872873	0.00302293	0.0101358	0.00860149	0.0228029	0.00519098	0.0292625	0.00980927	0.00279368	0.00633909	0.0119351	0.0243465	0.0107496	0.0174158	0.00336397	0.0278483	0.0210009	0.0114995	0.00661461	0.0126096	0.0117866	0.00545602	0.00601655	0.0149441	0.00334316	0.0103375	0.783492	2.00135	0.151159	0.397932	0.750149	1.33307	2.513	6.61554	1.366181	1.810601	0.0545933	0.0246412	0.0119003	0.00245052	0.0152912	0.0012367	0.00221029	0.00518115	0.0108955	0.0107087	0.000259974	0.00525628	0.00142104	0.000448336	0.0241823	0.00598027	0.00646909	0.00182713	0.0127147	0.0125465	0.00574261	0.0436781	0.0107273	0.0114299	0.0702174	0.0179811	0.00820157	0.00295509	0.00587592	0.000635559	0.00206527	0.00363827	0.00152509	0.00799315	0.00889151	0.0101022	0.00257476	0.00853205	0.0011312	0.0250996	0.0324549	0.0040326	0.0235652	0.0116749	0.0180186	0.012868	0.00445643	0.0149423	0.0126804	0.0336163	0.00765259	0.0431391	0.0144609	0.00411847	0.00934514	0.0175948	0.0358917	0.0158471	0.0256746	0.0049592	0.0410542	0.0309598	0.0169527	0.00975131	0.0185892	0.0173759	0.00804331	0.00886965	0.0220307	0.00492851	0.0152396	0.67833
6336	-908.8742	-1020.211	111.3373	0.00648037	0.00861421	0.00238237	0.0014665	0.00770549	0.00263831	0.00220042	0.00255117	0.0095151	0.00795786	0.000340793	0.000935292	0.00172864	0.000844882	0.00765292	0.00145115	0.000262005	0.000289428	0.00483057	0.011329	0.000172918	0.00598258	0.000334659	0.00137002	0.00825909	0.00116349	0.000776362	0.00522478	0.0128302	0.000503717	0.00613628	0.000848716	0.00347331	0.00219079	0.005175	0.00231025	0.00270412	0.0106407	0.00586595	0.00843912	0.0173252	0.00467867	0.00465208	0.0022171	0.00716808	0.00202079	0.00313717	0.00201296	0.00324788	0.00614196	0.00188029	0.00999072	0.0106894	0.00411311	0.00606211	0.0105348	0.0189399	0.0119784	0.00234269	0.00358242	0.0190198	0.0241132	0.00952732	0.00663916	0.00241994	0.00386406	0.00315645	0.00192525	0.0115157	0.00106774	0.00283456	0.942813	1.26449	0.098086	0.322258	0.702375	1.42374	3.1031	10.1951	1.678901	3.448433	0.0168594	0.0224108	0.006198	0.00381525	0.0200467	0.00686385	0.00572465	0.00663716	0.0247546	0.0207032	0.000886609	0.00243326	0.00449724	0.00219805	0.0199099	0.00377533	0.000681635	0.000752977	0.0125673	0.0294736	0.000449865	0.0155643	0.000870653	0.00356425	0.0214869	0.00302694	0.00201979	0.0135928	0.0333792	0.00131047	0.0159642	0.00220803	0.0090362	0.00569957	0.0134633	0.00601038	0.00703507	0.0276831	0.0152609	0.0219553	0.0450735	0.0121721	0.0121029	0.00576802	0.0186486	0.00525731	0.00816169	0.00523694	0.00844971	0.015979	0.00489177	0.0259919	0.0278096	0.0107007	0.0157713	0.0274075	0.0492743	0.031163	0.00609477	0.00932007	0.0494821	0.0627331	0.0247863	0.0172725	0.00629573	0.0100528	0.00821186	0.00500876	0.0299594	0.00277785	0.00737442	0.3843775
6372	-923.3894	-1034.889	111.4999	0.0195321	0.00513839	0.00923632	0.000312979	0.00438392	0.000240927	0.0026484	0.00939656	0.00650126	0.00156479	0.0054377	0.00202195	0.000501178	0.00584321	0.0107878	0.00142476	0.00100866	0.000135421	0.00243489	0.0182085	0.00196179	0.00929849	0.00984744	0.00135131	0.0129687	0.00132854	0.00788961	0.00241334	0.00455278	0.00163685	0.011527	0.0067923	0.00355309	0.00424378	0.0014584	0.0028611	0.00430581	0.00416576	0.0242446	0.00875702	0.0105123	0.0102568	0.0105989	0.0107743	0.00812777	0.000760744	0.00479493	0.00666665	0.00781291	0.0127078	0.00218794	0.00141181	0.00737484	0.00747913	0.00817915	0.00741204	0.00971583	0.0232042	0.00190793	0.00147829	0.00428025	0.0136662	0.00836749	0.00529086	0.00220057	0.00550634	0.00601756	0.00496231	0.0235671	0.00131299	0.00450271	0.942848	1.26433	0.118001	0.35266	0.722409	1.38426	2.83559	8.47452	1.545244	3.448997	0.0420086	0.0110514	0.0198649	0.000673138	0.00942868	0.000518173	0.00569602	0.0202096	0.0139825	0.00336545	0.0116951	0.00434868	0.0010779	0.0125672	0.0232019	0.00306428	0.00216937	0.000291256	0.00523681	0.0391617	0.00421931	0.0199986	0.0211793	0.00290633	0.0278923	0.00285735	0.0169685	0.00519046	0.00979186	0.00352045	0.0247915	0.0146085	0.00764177	0.00912727	0.00313665	0.00615348	0.00926069	0.00895946	0.0521439	0.0188341	0.0226093	0.0220596	0.0227954	0.0231728	0.0174807	0.00163616	0.0103127	0.0143382	0.0168035	0.0273312	0.00470569	0.00303644	0.0158614	0.0160857	0.0175912	0.0159414	0.0208962	0.0499062	0.00410345	0.00317941	0.00920572	0.0293925	0.0179963	0.0113793	0.00473285	0.0118427	0.0129422	0.0106726	0.0506866	0.00282391	0.00968417	0.464956
6408	-908.2792	-1020.127	111.8478	0.00899446	0.0228014	0.000172726	0.00529224	0.0138083	0.00192345	0.00886753	0.000749013	0.00143454	0.00608737	0.000454435	0.000926429	0.00169842	0.000399119	0.0171405	0.00389302	0.00215052	0.00923232	0.00643545	0.00608891	0.00190087	0.0033714	0.00420815	0.00368166	0.0133756	0.000381342	0.00475186	0.00326614	0.00180598	0.00223423	0.00236748	0.0270157	0.000114761	0.0111616	0.00308052	0.00400044	0.00113978	0.0015767	0.0109328	0.0164308	0.0155865	0.00546624	0.00203722	0.011211	0.00213482	0.00888776	0.0281839	0.00645173	0.00948753	0.00753006	0.00406025	0.0103549	0.0168754	0.00329283	0.00867024	0.00930503	0.0248277	0.0108458	0.00565619	0.0051007	0.00448843	0.00339587	0.00317144	0.00612584	0.0143986	0.0192218	0.00759564	0.0198464	0.00232579	0.00654301	0.00621463	0.90992	1.41662	0.145973	0.391213	0.746175	1.34017	2.55615	6.85058	1.391426	2.970715	0.017144	0.043461	0.000329227	0.0100874	0.0263195	0.00366622	0.0169021	0.00142767	0.00273432	0.0116029	0.000866182	0.00176583	0.0032373	0.000760746	0.0326709	0.00742036	0.00409903	0.0175974	0.0122664	0.0116059	0.00362318	0.00642611	0.00802102	0.00701748	0.0254947	0.000726863	0.00905734	0.00622548	0.00344231	0.00425858	0.00451257	0.0514937	0.000218742	0.0212748	0.00587167	0.0076251	0.0021725	0.0030053	0.0208385	0.0313182	0.0297088	0.010419	0.00388308	0.0213689	0.0040691	0.0169407	0.0537203	0.0122974	0.0180839	0.0143528	0.00773911	0.019737	0.0321656	0.00627635	0.016526	0.017736	0.0473232	0.0206727	0.0107811	0.00972226	0.00855523	0.00647275	0.00604498	0.0116762	0.0274447	0.036638	0.0144778	0.0378286	0.00443311	0.0124714	0.0118455	0.5246411
6444	-911.3363	-1023.289	111.9526	0.0248044	0.0166093	0.00488633	0.0372818	0.0343521	0.00216888	0.00305714	0.00621152	0.0349825	0.0101029	0.00268009	0.00205503	0.00703793	0.00138736	0.0324792	0.00195813	0.00982417	0.00503981	0.0437396	0.0174926	0.00778706	0.0152743	0.0206686	0.00629218	0.0461951	0.0304576	0.00861142	0.0239042	0.046637	0.00658072	0.00956338	0.0327989	0.00379113	0.000449838	0.0220243	0.00541761	0.000282664	0.00916496	0.0290816	0.00701804	0.0120162	0.0804669	0.0408187	0.0276666	0.039435	0.0267063	0.0946407	0.0176993	0.0124988	0.0195104	0.0338839	0.0582323	0.0377752	0.0408099	0.0491775	0.0256602	0.0476827	0.00889381	0.0541162	0.00110769	0.00843916	0.0268191	0.0508369	0.0122161	0.0304655	0.00188365	0.0423919	0.02541	0.000649946	0.00657136	0.0225808	0.781234	2.01179	0.297321	0.553466	0.831475	1.20268	1.8068	3.36337	0.8770417	1.796014	0.0156276	0.0104644	0.00307856	0.0234888	0.021643	0.00136647	0.00192611	0.00391347	0.0220402	0.00636518	0.00168855	0.00129474	0.00443414	0.000874088	0.020463	0.00123369	0.00618957	0.00317525	0.0275575	0.0110209	0.00490612	0.00962334	0.0130219	0.00396429	0.0291045	0.0191893	0.00542549	0.0150605	0.0293829	0.00414608	0.00602526	0.0206644	0.00238854	0.000283414	0.0138761	0.00341328	0.000178088	0.00577424	0.0183224	0.00442161	0.00757063	0.050697	0.0257172	0.0174309	0.0248454	0.0168259	0.0596269	0.0111512	0.0078747	0.0122922	0.021348	0.0366884	0.0237997	0.0257116	0.0309836	0.0161668	0.0300417	0.00560341	0.0340951	0.000697883	0.00531696	0.0168969	0.032029	0.00769658	0.0191943	0.00118676	0.0267084	0.0160092	0.000409488	0.00414019	0.0142267	1.587214
6480	-906.1643	-1017.753	111.5888	0.0435324	0.0104488	0.00272156	0.0014228	0.0405719	0.00450625	0.00722326	0.00241399	0.0120165	0.0230343	0.00338089	0.00265086	0.00848329	0.0075392	0.0396112	0.00199157	0.00490197	0.00257674	0.0138066	0.0265776	0.031233	0.0167726	0.00903156	0.00505616	0.0298362	0.00895605	0.0152838	0.00392755	0.0685191	0.00421996	0.0243947	0.00776792	0.00800579	0.00854918	0.0204491	0.00546071	0.00204418	0.0224448	0.0461692	0.024227	0.00407015	0.0722752	0.0463582	0.0585152	0.0182951	0.0192953	0.0396736	0.00722887	0.0147749	0.030359	0.062063	0.0295259	0.0170431	0.0209834	0.0336922	0.0208353	0.0211226	0.00347201	0.0260106	0.00119338	0.0123948	0.0316605	0.0430674	0.022607	0.0433869	0.00127858	0.0567562	0.0127904	0.0445305	0.00888157	0.0149399	0.932728	1.31113	0.395461	0.636072	0.868356	1.1516	1.57215	2.52869	0.6707934	3.290184	0.0297996	0.00715256	0.00186301	0.000973961	0.027773	0.00308469	0.00494459	0.00165247	0.00822571	0.0157678	0.00231434	0.00181461	0.00580713	0.00516086	0.0271153	0.0013633	0.00335558	0.00176387	0.00945114	0.0181933	0.0213802	0.0114815	0.00618244	0.00346113	0.020424	0.00613075	0.0104623	0.00268856	0.0469039	0.00288872	0.0166991	0.00531743	0.00548026	0.00585223	0.0139981	0.00373806	0.00139932	0.0153643	0.0316045	0.0165843	0.00278617	0.0494751	0.0317339	0.0400559	0.0125237	0.0132084	0.027158	0.00494843	0.010114	0.0207819	0.0424844	0.0202116	0.0116667	0.0143639	0.0230636	0.0142625	0.0144592	0.00237672	0.0178052	0.000816911	0.00848467	0.0216728	0.0294812	0.0154753	0.0296999	0.000875236	0.0388517	0.0087555	0.0304828	0.00607977	0.010227	1.460841
6516	-915.9699	-1027.836	111.8661	0.0158501	0.0111235	0.00604136	0.00332775	0.0127698	0.00160916	0.0043617	0.00115134	0.0171671	0.00970763	0.00149879	0.000401827	0.00481411	0.00121087	0.0273693	0.00785516	0.000217018	0.00528749	0.00104639	0.00651711	0.00705614	0.00647152	0.00876129	0.000309477	0.0127563	0.00399762	0.00171728	0.00819733	0.0277046	0.00616791	0.0156306	0.0118114	0.000564493	0.00326373	0.00798519	0.000996961	0.00147168	0.00589413	0.00599959	0.00882253	0.00277441	0.0221022	0.0146179	0.0140892	0.00323787	0.016574	0.0109137	0.0089641	0.00284311	0.00189791	0.0251172	0.0135598	0.0153525	0.00849212	0.031079	0.0089573	0.0233825	0.00793636	0.0127312	0.00326979	0.00340527	0.00124084	0.015048	0.00772237	0.015532	0.0152503	0.0140384	0.00114975	0.0135762	0.00210387	0.00949324	0.900083	1.46212	0.144509	0.389295	0.745031	1.34223	2.56875	6.91999	1.398715	2.847162	0.0251047	0.0176183	0.00956881	0.00527076	0.0202259	0.00254872	0.00690843	0.00182359	0.0271907	0.0153758	0.00237392	0.000636446	0.00762498	0.00191788	0.0433499	0.0124417	0.000343731	0.00837476	0.00165735	0.0103223	0.0111761	0.0102501	0.0138769	0.000490176	0.0202044	0.00633176	0.00271997	0.0129836	0.0438808	0.00976924	0.024757	0.0187078	0.000894092	0.00516937	0.0126476	0.00157907	0.00233097	0.00933562	0.00950265	0.0139739	0.00439434	0.0350074	0.0231531	0.0223156	0.00512841	0.0262512	0.0172861	0.0141981	0.00450315	0.00300607	0.0397828	0.0214771	0.0243165	0.0134505	0.0492255	0.0141873	0.0370352	0.0125703	0.0201647	0.00517897	0.00539355	0.00196535	0.0238343	0.0122313	0.0246009	0.0241546	0.0222352	0.00182107	0.021503	0.00333228	0.0150362	0.6313596
6552	-912.8	-1023.235	110.4349	0.0144956	0.00251897	0.00018827	0.00102142	0.00779615	0.00263506	0.0015398	0.00282554	0.0186912	0.00146105	0.000659547	0.00130505	0.000617331	0.00235336	0.00799531	0.00352329	0.00113043	7.26957e-05	0.0035769	0.00681181	0.00174454	0.00380522	0.00228999	0.000174757	0.00689185	0.000411274	0.00214816	0.00140794	0.00451989	0.000964695	0.000697138	0.00237384	0.00125994	0.00372991	0.00206213	0.00123376	2.72405e-05	0.000493284	0.000962522	0.00650801	0.00199273	0.00284742	0.00211046	0.0086125	0.00344787	0.00235902	0.00764588	0.0110269	0.0042795	0.00160698	0.00511401	0.00220092	0.00420495	0.00110521	0.00472464	0.00379752	0.0117564	0.00348215	0.000856593	0.00572307	0.000792245	0.00311679	0.00429414	0.00309497	0.00642501	0.00180568	0.00417092	0.0142455	0.00285722	0.0004286	0.000759877	1.01747	0.919212	0.0728167	0.278681	0.671249	1.48976	3.58833	13.7331	1.894303	5.119374	0.0566653	0.00984699	0.000735976	0.00399286	0.0304763	0.0103008	0.00601931	0.0110455	0.0730665	0.00571146	0.00257826	0.00510162	0.00241324	0.00919962	0.0312548	0.013773	0.00441899	0.000284178	0.0139826	0.0266283	0.00681965	0.0148752	0.00895191	0.00068315	0.0269412	0.00160773	0.00839746	0.00550384	0.0176689	0.00377113	0.00272521	0.0092797	0.00492528	0.0145807	0.00806117	0.00482294	0.000106487	0.00192832	0.00376264	0.0254407	0.00778987	0.011131	0.00825008	0.0336675	0.0134782	0.00922175	0.0298888	0.0431059	0.0167292	0.00628191	0.0199914	0.00860371	0.0164378	0.00432043	0.0184693	0.014845	0.0459575	0.0136122	0.00334854	0.0223723	0.003097	0.012184	0.0167864	0.0120987	0.0251163	0.00705868	0.0163047	0.0556876	0.0111693	0.00167546	0.00297047	0.2558106
6588	-910.8546	-1021.856	111.0018	0.0103116	0.006998	1.74836e-05	0.00377967	0.0232178	0.00946468	0.00122535	0.00400502	0.0197738	0.000305833	0.000595655	0.00869528	0.000681825	0.00184341	0.00752863	0.00578648	0.000177664	0.000408593	0.0102046	0.00449995	0.0086611	0.0167625	0.0146745	0.00186923	0.0174553	0.000466536	0.00108974	0.00327965	0.00826308	0.000601158	0.00886607	0.00352317	0.00258753	0.00337937	0.00180571	0.0007769	0.00171904	0.000582278	0.00389555	0.0160445	0.0201188	0.00279176	0.00604123	0.0244797	0.0153721	0.00704328	0.017777	0.0108481	0.0196337	0.000770917	0.00784016	0.00879581	0.011359	0.0077351	0.0142876	0.0039169	0.0117429	0.00846433	0.00556052	0.0113279	0.00186138	0.00433432	0.0056511	0.0167978	0.0121124	0.0138233	0.00466244	0.0176688	0.00580772	0.00110971	0.00312453	1.02775	0.871671	0.140916	0.384544	0.742182	1.34738	2.60049	7.09644	1.41692	5.453123	0.0191422	0.0129909	3.24561e-05	0.00701648	0.043101	0.01757	0.0022747	0.00743481	0.0367076	0.00056774	0.00110576	0.0161417	0.00126572	0.00342205	0.0139759	0.0107419	0.000329811	0.000758502	0.0189435	0.00835359	0.0160782	0.0311175	0.0272414	0.00346998	0.0324035	0.000866065	0.00202296	0.00608825	0.0153394	0.00111597	0.0164587	0.00654033	0.00480342	0.00627337	0.00335207	0.00144222	0.00319117	0.00108093	0.00723159	0.0297846	0.0373481	0.00518255	0.0112148	0.0454435	0.0285364	0.013075	0.0330007	0.0201382	0.0364474	0.00143111	0.0145543	0.0163283	0.0210865	0.0143592	0.0265231	0.00727124	0.0217992	0.0157129	0.0103224	0.0210289	0.00345542	0.00804612	0.0104906	0.031183	0.0224852	0.0256612	0.00865523	0.0327999	0.0107813	0.00206004	0.00580029	0.5386848
